PARCELID,Shape_Leng,Shape_Area,PARID2,parid3,Dwelling — Sheet1_MAP ROUTING,Dwelling — Sheet1_CARD,Dwelling — Sheet1_RMTOT,Dwelling — Sheet1_RMBED,Dwelling — Sheet1_RMFAM,Dwelling — Sheet1_RMDIN,Dwelling — Sheet1_FIXBATH,Dwelling — Sheet1_FIXHALF,Dwelling — Sheet1_LIVUNITS,Dwelling — Sheet1_STYLE,Dwelling — Sheet1_STORIES,Dwelling — Sheet1_ATTIC,Dwelling — Sheet1_BSMT,Dwelling — Sheet1_FINBSMTAREA,Dwelling — Sheet1_EXTWALL,Dwelling — Sheet1_UNFINAREA,Dwelling — Sheet1_RECROMAREA,Dwelling — Sheet1_HEAT,Dwelling — Sheet1_FIXADDL,Dwelling — Sheet1_FIXTOT,Dwelling — Sheet1_WBFP_S,Dwelling — Sheet1_WBFP_O,Dwelling — Sheet1_CARSPACESATT,Dwelling — Sheet1_CARSPACESBSMT,Dwelling — Sheet1_CARPORTSPACES,Dwelling — Sheet1_GRADE,Dwelling — Sheet1_WELLSEPTIC,Dwelling — Sheet1_YRBLT,Dwelling — Sheet1_YRREMOD,Dwelling — Sheet1_EFFYR,Dwelling — Sheet1_COND,Dwelling — Sheet1_AREAFACT,Dwelling — Sheet1_ADJAREA,Dwelling — Sheet1_SHFACT,Dwelling — Sheet1_CNSTFACT,Dwelling — Sheet1_GRDFACT,Dwelling — Sheet1_DEPR,Dwelling — Sheet1_MKTADJ,Dwelling — Sheet1_MGFA,Dwelling — Sheet1_ADDNAREA,Dwelling — Sheet1_SFLA,Dwelling — Sheet1_FLR1AREA,Dwelling — Sheet1_ADJRCNLD,Value — Sheet1_TaxYear,Value — Sheet1_ValueType,Value — Sheet1_LUC,Value — Sheet1_LUCDesc,Value — Sheet1_MarketLand,Value — Sheet1_MarketImpr,Value — Sheet1_CauvLand,Value — Sheet1_TaxableLand,Value — Sheet1_TaxableImpr
"050-005970",448.56234548400,10748.78309040000,"050-005970","050-005970-00","050-N042MMM-01300",1,6,3,1,,2,2,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,12,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.712,706,1.69,1,1.05,80,,706,130,1542,715,217500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,97100,217500,0,33990,76130
"050-005971",448.78549912000,10757.57855700000,"050-005971","050-005971-00","050-N042MMM-01200",1,5,3,,,2,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,8,,,2 - 2 Car Spaces,,,C-1 - AVERAGE -,,1992,,,A - AVERAGE,1.047,1280,1,1,0.95,80,,1280,16,1296,1288,169400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,97100,169400,0,33990,59290
"050-005972",452.23997591400,11086.99585040000,"050-005972","050-005972-00","050-N042MMM-01100",1,8,4,,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,300,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,2003,2003,A - AVERAGE,0.712,706,1.69,1,1.05,80,,706,206,1618,715,232300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,97100,232300,0,33990,81310
"050-005973",455.51778077800,11619.47248310000,"050-005973","050-005973-00","050-N042MMM-01000",1,6,3,1,,2,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,400,2 - HEAT/AIR CON,2,8,1,1,2 - 2 Car Spaces,,,C-1 - AVERAGE -,,1992,,,A - AVERAGE,1.047,1280,1,1,0.95,80,,1280,16,1296,1288,188200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82000,188200,0,28700,65870
"050-005974",422.33249129100,9869.79967177000,"050-005974","050-005974-00","050-N042MMM-00900",1,5,3,,,2,0,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,3,9,,,2 - 2 Car Spaces,,,C-1 - AVERAGE -,,1992,2019,2019,G - GOOD,1.047,1280,1,1,0.95,89,,1280,16,1296,1286,187700,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82000,187700,0,28700,65700
"050-005975",396.83621449900,9038.27649719000,"050-005975","050-005975-00","050-N042MMM-00800",1,5,3,,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.712,706,1.69,1,1.05,80,,706,130,1542,714,217100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82000,217100,0,28700,75990
"050-005976",398.43370895900,9640.84263035000,"050-005976","050-005976-00","050-N042MMM-00700",1,6,3,,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,2016,2016,A - AVERAGE,0.712,706,1.69,1,1.05,84,,706,186,1598,714,228000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82000,228000,0,28700,79800
"050-005977",370.31183681600,8309.86654279000,"050-005977","050-005977-00","050-N042MMM-00600",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.784,830,1.69,1,1.05,80,,830,292,1952,841,247100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,84800,247100,0,29680,86490
"050-005978",370.06847672700,8302.49065282000,"050-005978","050-005978-00","050-N042MMM-00500",1,6,3,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,1 - WD/ALUM/VINYL,,180,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.712,706,1.69,1,1.05,80,,706,130,1542,715,226300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,84800,226300,0,29680,79210
"050-005979",369.85184422600,8296.90028835000,"050-005979","050-005979-00","050-N042MMM-00400",1,6,3,,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.712,706,1.69,1,1.05,80,,706,130,1542,717,214800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,84800,214800,0,29680,75180
"050-005980",369.63404073500,8290.28778855000,"050-005980","050-005980-00","050-N042MMM-00300",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,418,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1993,2003,2003,A - AVERAGE,0.712,706,1.69,1,1.05,80,,706,336,1748,714,247500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,84800,247500,0,29680,86630
"050-005981",378.86878261100,8647.78997708000,"050-005981","050-005981-00","050-N042MMM-00200",1,7,3,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,2003,2003,A - AVERAGE,0.784,830,1.69,1,1.05,80,,830,290,1950,838,246300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82000,246300,0,28700,86210
"050-005982",399.28863095500,9811.28487554000,"050-005982","050-005982-00","050-N042MMM-00100",1,6,3,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,1 - WD/ALUM/VINYL,,300,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,2011,2011,A - AVERAGE,0.712,706,1.69,1,1.05,80,,706,130,1542,715,226500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82000,222500,0,28700,77880
"050-005983",1981.13120646000,119033.62837700000,"050-005983","050-005983-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,500,500 - VACANT PLATTED RES LAND,600,0,0,210,0
"050-005984",533.89046363400,13733.05293280000,"050-005984","050-005984-00","050-N042MMM-03500",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,400,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1998,,,A - AVERAGE,0.876,988,1.69,1,1.05,83,,988,12,1988,996,283700,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82000,284600,0,28700,99610
"050-005985",1000.15275018000,59918.16243590000,"050-005985","050-005985-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,340,340 - LIGHT MANUF & ASMB .0-10% OFC,138000,1366800,0,48300,478380
"050-005986",448.26917291700,12513.90806060000,"050-005986","050-005986-00","050-N044RA-00100",1,8,4,1,,2,1,"1",18 - TUDOR,2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,773,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1993,,,A - AVERAGE,0.907,1041,1.69,1.027,1.1,75,,1041,311,2393,1048,313500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,313500,0,38500,109730
"050-005987",396.68944258700,9235.80545509000,"050-005987","050-005987-00","050-N044RA-00200",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,2019,2019,A - AVERAGE,0.919,1061,1.69,1.027,1.1,79,,1061,218,2340,1068,294300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,294300,0,38500,103010
"050-005988",381.70897727000,8494.75338070000,"050-005988","050-005988-00","050-N044RA-00300",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.916,1056,1.69,1.027,1.05,75,,1056,275,2387,1066,264800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,104400,264800,0,36540,92680
"050-005989",379.82151810200,8393.98065740000,"050-005989","050-005989-00","050-N044RA-00400",1,8,4,1,,2,1,"1","09 - COLONIAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.787,836,1.69,1,1.05,75,,836,512,2184,844,245300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,104000,245300,0,36400,85860
"050-005990",379.50638081200,8382.74836178000,"050-005990","050-005990-00","050-N044RA-00500",1,7,3,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.784,830,1.69,1.027,1.05,75,,830,412,2072,840,250300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,104000,250300,0,36400,87610
"050-005991",379.18792096800,8371.86899011000,"050-005991","050-005991-00","050-N044RA-00600",1,8,4,1,,2,2,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,300,2 - HEAT/AIR CON,2,12,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1993,,,A - AVERAGE,0.854,950,1.69,1.027,1.1,75,,950,302,2202,959,284200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,104000,287300,0,36400,100560
"050-005992",378.87547488200,8360.63783937000,"050-005992","050-005992-00","050-N044RA-00700",1,8,4,1,,3,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,800,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,15,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.935,1088,1.69,1.027,1.1,75,,1088,222,2398,1096,341900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,104000,284600,0,36400,99610
"050-005993",422.88922405100,11286.08828560000,"050-005993","050-005993-00","050-N044RA-00800",1,8,4,1,,2,1,"1",18 - TUDOR,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,2,10,1,1,,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.858,956,1.69,1.054,1.1,75,,956,873,2785,972,321400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,321400,0,38500,112490
"050-005994",391.86714202600,9735.81889880000,"050-005994","050-005994-00","050-N044RA-00900",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.925,1071,1.69,1.027,1.05,75,,1071,275,2417,1080,277600,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,277600,0,38500,97160
"050-005995",434.39702206700,12762.29495190000,"050-005995","050-005995-00","050-N044RA-01000",1,9,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,2,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.898,1025,1.69,1.027,1.1,75,,1025,353,2403,1033,292900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,292900,0,38500,102520
"050-005996",403.61858164800,9549.53613734000,"050-005996","050-005996-00","050-N044RA-01100",1,8,3,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,400,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1993,,,A - AVERAGE,0.784,830,1.69,1.027,1.05,75,,830,412,2072,840,266000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,266000,0,38500,93100
"050-005997",388.20249660500,8687.50251074000,"050-005997","050-005997-00","050-N044RA-01200",1,9,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,622,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1993,,,A - AVERAGE,0.801,860,1.69,1,1.1,75,,860,471,2191,871,290100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,290100,0,37140,101540
"050-005998",388.20551027500,8687.68141434000,"050-005998","050-005998-00","050-N044RA-01300",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1993,,,A - AVERAGE,0.757,784,1.69,1.027,1.1,75,,784,384,1952,793,251900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,251900,0,37140,88170
"050-005999",388.22258475600,8688.05291455000,"050-005999","050-005999-00","050-N044RA-01400",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.916,1056,1.69,1.027,1.1,75,,1056,313,2425,1066,290800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,290800,0,37140,101780
"050-006000",388.28039107100,8690.28766289000,"050-006000","050-006000-00","050-N044RA-01500",1,7,3,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,500,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.756,782,1.69,1.027,1.1,75,,782,448,2012,792,279400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,279400,0,37140,97790
"050-006001",388.30635900200,8691.13193771000,"050-006001","050-006001-00","050-N044RA-01600",1,8,4,1,,2,1,"1","09 - COLONIAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1990,,,A - AVERAGE,0.769,804,1.69,1.054,1.1,75,,804,505,2113,813,267000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,267000,0,37140,93450
"050-006002",460.10759028300,11305.79462380000,"050-006002","050-006002-00","050-N044RA-01700",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,2001,2001,A - AVERAGE,0.724,728,1.69,1.027,1.1,75,,728,756,2212,740,281900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,281900,0,38500,98670
"050-006003",533.22999992400,17500.42217780000,"050-006003","050-006003-00","050-N044RA-01800",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,C+1 - AVERAGE +,,1992,,,A - AVERAGE,0.916,1056,1.69,1.027,1.05,75,,1056,210,2322,1064,264100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,115500,264100,0,40430,92440
"050-006004",643.45708144700,23560.83729110000,"050-006004","050-006004-00","050-N044RA-01900",1,9,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,650,92 - 2/6 MASONRY TO FRAME .333,,0,2 - HEAT/AIR CON,5,13,1,1,2 - 2 Car Spaces,,,B-1 - GOOD -,,1992,1995,1995,A - AVERAGE,0.764,796,1.69,1.054,1.15,75,,796,518,2110,812,346600,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,115500,354500,0,40430,124080
"050-006005",527.86366615100,13375.18859230000,"050-006005","050-006005-00","050-N044RA-02000",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.918,1060,1.69,1.027,1.1,75,,1060,220,2340,1069,280600,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,280600,0,38500,98210
"050-006006",391.95215722500,9421.85288527000,"050-006006","050-006006-00","050-N044RA-02100",1,8,4,1,,3,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,600,2 - HEAT/AIR CON,4,15,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.916,1056,1.69,1.027,1.1,75,,1056,275,2387,1067,318400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,318400,0,38500,111440
"050-006007",389.10272719400,8719.67171932000,"050-006007","050-006007-00","050-N044RA-02200",1,8,4,1,,2,1,"1",18 - TUDOR,2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.798,854,1.69,1.027,1.1,75,,854,786,2494,872,319300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,319300,0,37140,111760
"050-006008",389.55432630200,8735.26826036000,"050-006008","050-006008-00","050-N044RA-02300",1,8,4,1,,2,1,"1",18 - TUDOR,2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,618,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.916,1056,1.69,1.027,1.1,75,,1056,304,2416,1066,314300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,314300,0,37140,110010
"050-006009",389.89963215700,8744.42230881000,"050-006009","050-006009-00","050-N044RA-02400",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,1 - WD/ALUM/VINYL,,600,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,2012,2012,A - AVERAGE,0.873,982,1.69,1,1.1,75,,982,166,2130,990,284500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,284500,0,37140,99580
"050-006010",390.46709235300,8767.45031741000,"050-006010","050-006010-00","050-N044RA-02500",1,7,4,,,2,1,"1",18 - TUDOR,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.893,1016,1.69,1.027,1.1,75,,1016,836,2868,1034,323100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,323100,0,37140,113090
"050-006011",390.90853836100,8782.71957356000,"050-006011","050-006011-00","050-N044RA-02600",1,9,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1993,,,A - AVERAGE,0.916,1056,1.69,1.027,1.1,75,,1056,288,2400,1067,294000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,106100,294000,0,37140,102900
"050-006012",400.48576989300,9358.36092976000,"050-006012","050-006012-00","050-N044RA-02700",1,10,5,1,,2,1,"1","09 - COLONIAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,420,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1993,2003,2003,A - AVERAGE,1.041,1270,1.69,1.054,1.1,75,,1270,114,2654,1280,320800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,320800,0,38500,112280
"050-006013",439.83949197900,10937.25398080000,"050-006013","050-006013-00","050-N044RA-02800",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,10,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.925,1072,1.69,1.027,1.1,75,,1072,250,2394,1080,279000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,279000,0,38500,97650
"050-006014",554.53038402600,15513.49464960000,"050-006014","050-006014-00","050-N044RA-02900",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,913,2 - HEAT/AIR CON,2,10,1,1,,,,C+2 - AVERAGE + +,,1992,,,A - AVERAGE,0.916,1056,1.69,1.027,1.1,75,,1056,249,2361,1067,327700,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,115500,344500,0,40430,120580
"050-006015",595.41937257200,18510.30080750000,"050-006015","050-006015-00","050-N044RA-03000",1,8,3,,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,550,2 - HEAT/AIR CON,4,12,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1993,1995,1995,A - AVERAGE,0.685,660,1.69,1.027,1.1,75,,660,652,1972,674,282100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,115500,283000,0,40430,99050
